"label"	"Family"	"relative_abundance"	"mean_real_ab_per"
"M89-PT-NC"	"Barnesiellaceae"	0.0127470674304987	1.27470674304987
"M89-PT-NC"	"Beijerinckiaceae"	0.000619993552067058	0.0619993552067058
"M89-PT-NC"	"Bifidobacteriaceae"	0.00271557175805372	0.271557175805372
"M89-PT-NC"	"Bogoriellaceae"	0.000371996131240235	0.0371996131240235
"M89-PT-NC"	"Butyricicoccaceae"	0.00757632120625946	0.757632120625946
"M89-PT-NC"	"Campylobacteraceae"	0.000148798452496094	0.0148798452496094
"M89-PT-NC"	"Carnobacteriaceae"	0.000942390199141929	0.0942390199141929
"M89-PT-NC"	"Caulobacteraceae"	0.000185998065620118	0.0185998065620118
"M89-PT-NC"	"Chitinibacteraceae"	0.000347196389157553	0.0347196389157553
"M89-PT-NC"	"Christensenellaceae"	9.91989683307294e-05	0.00991989683307294
"M89-PT-NC"	"Chromobacteriaceae"	9.91989683307294e-05	0.00991989683307294
"M89-PT-NC"	"Clostridiaceae"	0.0023807752399375	0.23807752399375
"M89-PT-NC"	"Comamonadaceae"	0.00141358529871289	0.141358529871289
"M89-PT-NC"	"Coriobacteriaceae"	0.0340996453636882	3.40996453636882
"M89-PT-NC"	"Corynebacteriaceae"	0.0116806785209434	1.16806785209434
"M89-PT-NC"	"Cyanobacteriales"	0.000173598194578776	0.0173598194578776
"M89-PT-NC"	"Dermatophilaceae"	0.00151278426704362	0.151278426704362
"M89-PT-NC"	"Desulfobacterota"	7.4399226248047e-05	0.0074399226248047
"M89-PT-NC"	"Desulfovibrionaceae"	4.95994841653647e-05	0.00495994841653647
"M89-PT-NC"	"Dysgonomonadaceae"	0.000123998710413412	0.0123998710413412
"M89-PT-NC"	"Eggerthellaceae"	0.00479875009299903	0.479875009299903
"M89-PT-NC"	"Enterobacteriaceae"	0.021116980383404	2.1116980383404
"M89-PT-NC"	"Enterococcaceae"	0.00193437988244922	0.193437988244922
"M89-PT-NC"	"Erysipelatoclostridiaceae"	0.0189594028222107	1.89594028222107
"M89-PT-NC"	"Erysipelotrichaceae"	0.021699774322347	2.1699774322347
"M89-PT-NC"	"Fusobacteriaceae"	0.00329836569699675	0.329836569699675
"M89-PT-NC"	"Gemellaceae"	0.00133918607246485	0.133918607246485
"M89-PT-NC"	"Halomonadaceae"	0.000223197678744141	0.0223197678744141
"M89-PT-NC"	"Hydrogenophilaceae"	0.00074399226248047	0.074399226248047
"M89-PT-NC"	"Hymenobacteraceae"	7.4399226248047e-05	0.0074399226248047
"M89-PT-NC"	"Intrasporangiaceae"	0.000223197678744141	0.0223197678744141
"M89-PT-NC"	"Lachnospiraceae"	0.217816134712199	21.7816134712199
"M89-PT-NC"	"Legionellaceae"	4.95994841653647e-05	0.00495994841653647
"M89-PT-NC"	"Leptotrichiaceae"	0.000719192520397788	0.0719192520397788
"M89-PT-NC"	"Leuconostocaceae"	9.91989683307294e-05	0.00991989683307294
"M89-PT-NC"	"Marinifilaceae"	0.00374476105448503	0.374476105448503
"M89-PT-NC"	"Marinobacteraceae"	0.00245517446618555	0.245517446618555
"M89-PT-NC"	"Microbacteriaceae"	0.00272797162909506	0.272797162909506
"M89-PT-NC"	"Micrococcaceae"	0.000595193809984376	0.0595193809984376
"M89-PT-NC"	"Monoglobaceae"	0.000148798452496094	0.0148798452496094
"M89-PT-NC"	"Moraxellaceae"	0.00706792649356447	0.706792649356447
"M89-PT-NC"	"Muribaculaceae"	4.95994841653647e-05	0.00495994841653647
"M89-PT-NC"	"Neisseriaceae"	0.000272797162909506	0.0272797162909506
"M89-PT-NC"	"Nocardioidaceae"	0.000260397291868165	0.0260397291868165
"M89-PT-NC"	"Oscillospiraceae"	0.00498474815861915	0.498474815861915
"M89-PT-NC"	"Oscillospirales"	7.4399226248047e-05	0.0074399226248047
"M89-PT-NC"	"Peptostreptococcaceae"	0.0133794608536071	1.33794608536071
"M89-PT-NC"	"Peptostreptococcales-Tissierellales"	0.000272797162909506	0.0272797162909506
"M89-PT-NC"	"Planococcaceae"	0.00074399226248047	0.074399226248047
"M89-PT-NC"	"Pleomorphomonadaceae"	9.91989683307294e-05	0.00991989683307294
"M89-PT-NC"	"Porphyromonadaceae"	0.000185998065620118	0.0185998065620118
"M89-PT-NC"	"Prevotellaceae"	0.0220841703246286	2.20841703246286
"M89-PT-NC"	"Promicromonosporaceae"	0.00171118220370508	0.171118220370508
"M89-PT-NC"	"Propionibacteriaceae"	0.000694392778315106	0.0694392778315106
"M89-PT-NC"	"Pseudonocardiaceae"	0.000371996131240235	0.0371996131240235
"M89-PT-NC"	"RF39"	0.0040671577015599	0.40671577015599
"M89-PT-NC"	"Rhizobiaceae"	0.00074399226248047	0.074399226248047
"M89-PT-NC"	"Rikenellaceae"	0.00243037472410287	0.243037472410287
"M89-PT-NC"	"Ruminococcaceae"	0.0887582769139201	8.87582769139201
"M89-PT-NC"	"Saccharimonadaceae"	0.000446395357488282	0.0446395357488282
"M89-PT-NC"	"Sanguibacteraceae"	0.000223197678744141	0.0223197678744141
"M89-PT-NC"	"Selenomonadaceae"	0.000297596904992188	0.0297596904992188
"M89-PT-NC"	"Streptococcaceae"	0.0107134885797188	1.07134885797188
"M89-PT-NC"	"Streptomycetaceae"	0.000495994841653647	0.0495994841653647
"M89-PT-NC"	"Succinivibrionaceae"	0.000148798452496094	0.0148798452496094
"M89-PT-NC"	"Tannerellaceae"	0.00662153113607619	0.662153113607619
"M89-PT-NC"	"Thermicanaceae"	0.000595193809984376	0.0595193809984376
"M89-PT-NC"	"UBA10353_marine_group"	7.4399226248047e-05	0.0074399226248047
"M89-PT-NC"	"Veillonellaceae"	0.00642313319941473	0.642313319941473
"M89-PT-NC"	"WPS-2"	0.000223197678744141	0.0223197678744141
"M89-PT-NC"	"Weeksellaceae"	4.95994841653647e-05	0.00495994841653647
"M89-PT-NC"	"Xanthobacteraceae"	0.000123998710413412	0.0123998710413412
"M89-PT-NC"	"Zavarziniaceae"	7.4399226248047e-05	0.0074399226248047
"M89-PT-NC"	"[Eubacterium]_coprostanoligenes_group"	0.000247997420826823	0.0247997420826823
