"label"	"Genus"	"relative_abundance"	"mean_real_ab_per"
"M89-PT-Ac"	"Faecalibacterium"	0.0218683396872092	2.18683396872092
"M89-PT-Ac"	"Faecalitalea"	0.00317443640620779	0.317443640620779
"M89-PT-Ac"	"Family_XIII_AD3011_group"	2.25137333773602e-05	0.00225137333773602
"M89-PT-Ac"	"Finegoldia"	0.00183111698135863	0.183111698135863
"M89-PT-Ac"	"Flavonifractor"	0.000300183111698136	0.0300183111698136
"M89-PT-Ac"	"Fournierella"	7.5045777924534e-05	0.0075045777924534
"M89-PT-Ac"	"Fusobacterium"	0.247380902350434	24.7380902350434
"M89-PT-Ac"	"Galbitalea"	0.000165100711433975	0.0165100711433975
"M89-PT-Ac"	"Gemella"	0.00278419836100021	0.278419836100021
"M89-PT-Ac"	"Granulicatella"	4.50274667547204e-05	0.00450274667547204
"M89-PT-Ac"	"Halomonas"	0.000135082400264161	0.0135082400264161
"M89-PT-Ac"	"Holdemanella"	0.000292678533905682	0.0292678533905682
"M89-PT-Ac"	"Holdemania"	4.50274667547204e-05	0.00450274667547204
"M89-PT-Ac"	"Hungatella"	0.0174106204784919	1.74106204784919
"M89-PT-Ac"	"Hydrogenophilus"	0.00132831026926425	0.132831026926425
"M89-PT-Ac"	"Incertae_Sedis"	0.000210128178188695	0.0210128178188695
"M89-PT-Ac"	"Intestinibacter"	0.000172605289226428	0.0172605289226428
"M89-PT-Ac"	"Intestinimonas"	2.25137333773602e-05	0.00225137333773602
"M89-PT-Ac"	"Jeotgalibacillus"	6.75412001320806e-05	0.00675412001320806
"M89-PT-Ac"	"Kaistia"	0.000225137333773602	0.0225137333773602
"M89-PT-Ac"	"Lachnoclostridium"	0.00852520037222706	0.852520037222706
"M89-PT-Ac"	"Lachnospiraceae"	0.00912556659562333	0.912556659562333
"M89-PT-Ac"	"Lachnospiraceae_NC2004_group"	0.000495302134301924	0.0495302134301924
"M89-PT-Ac"	"Lachnospiraceae_ND3007_group"	0.000202623600396242	0.0202623600396242
"M89-PT-Ac"	"Lachnospiraceae_NK4A136_group"	0.00330951880647195	0.330951880647195
"M89-PT-Ac"	"Lachnospiraceae_UCG-004"	0.00114069582445292	0.114069582445292
"M89-PT-Ac"	"Lachnospiraceae_UCG-008"	0.00466034280911356	0.466034280911356
"M89-PT-Ac"	"Lactococcus"	0.00169603458109447	0.169603458109447
"M89-PT-Ac"	"Legionella"	6.75412001320806e-05	0.00675412001320806
"M89-PT-Ac"	"Leptotrichia"	4.50274667547204e-05	0.00450274667547204
"M89-PT-Ac"	"Lysobacter"	6.75412001320806e-05	0.00675412001320806
"M89-PT-Ac"	"Magnetospirillum"	0.00202623600396242	0.202623600396242
"M89-PT-Ac"	"Marinifilaceae"	6.75412001320806e-05	0.00675412001320806
"M89-PT-Ac"	"Marinobacter"	9.00549335094408e-05	0.00900549335094408
"M89-PT-Ac"	"Methylobacterium-Methylorubrum"	0.000450274667547204	0.0450274667547204
"M89-PT-Ac"	"Microbacteriaceae"	0.000300183111698136	0.0300183111698136
"M89-PT-Ac"	"Microvirga"	6.00366223396272e-05	0.00600366223396272
"M89-PT-Ac"	"Mogibacterium"	9.00549335094408e-05	0.00900549335094408
"M89-PT-Ac"	"Moraxella"	0.000697925734698166	0.0697925734698166
"M89-PT-Ac"	"Moraxellaceae"	0.000427760934169844	0.0427760934169844
"M89-PT-Ac"	"Muribaculaceae"	6.75412001320806e-05	0.00675412001320806
"M89-PT-Ac"	"Mycoplasma"	4.50274667547204e-05	0.00450274667547204
"M89-PT-Ac"	"Nocardioides"	4.50274667547204e-05	0.00450274667547204
"M89-PT-Ac"	"Odoribacter"	0.000180109867018882	0.0180109867018882
"M89-PT-Ac"	"Oscillospiraceae"	6.00366223396272e-05	0.00600366223396272
"M89-PT-Ac"	"P5D1-392"	0.000112568666886801	0.0112568666886801
"M89-PT-Ac"	"Pannonibacter"	0.000157596133641521	0.0157596133641521
"M89-PT-Ac"	"Pantoea"	0.000292678533905682	0.0292678533905682
"M89-PT-Ac"	"Parabacteroides"	0.000990604268603848	0.0990604268603848
"M89-PT-Ac"	"Parafrigoribacterium"	9.00549335094408e-05	0.00900549335094408
"M89-PT-Ac"	"Parvimonas"	0.000105064089094348	0.0105064089094348
"M89-PT-Ac"	"Paucibacter"	0.000135082400264161	0.0135082400264161
"M89-PT-Ac"	"Peptococcaceae"	4.50274667547204e-05	0.00450274667547204
"M89-PT-Ac"	"Peptostreptococcus"	0.0433089184402485	4.33089184402485
"M89-PT-Ac"	"Phascolarctobacterium"	0.000412751778584937	0.0412751778584937
"M89-PT-Ac"	"Plesiomonas"	0.000225137333773602	0.0225137333773602
"M89-PT-Ac"	"Porphyromonas"	0.000495302134301924	0.0495302134301924
"M89-PT-Ac"	"Prevotella"	0.0099510701527932	0.99510701527932
"M89-PT-Ac"	"Prevotellaceae_NK3B31_group"	0.000960585957434035	0.0960585957434035
"M89-PT-Ac"	"Propionicicella"	0.000112568666886801	0.0112568666886801
"M89-PT-Ac"	"Pseudoclavibacter"	0.00135082400264161	0.135082400264161
"M89-PT-Ac"	"RF39"	0.000998108846396302	0.0998108846396302
"M89-PT-Ac"	"Rhodopseudomonas"	0.000450274667547204	0.0450274667547204
"M89-PT-Ac"	"Rickettsiella"	4.50274667547204e-05	0.00450274667547204
"M89-PT-Ac"	"Rikenellaceae_RC9_gut_group"	4.50274667547204e-05	0.00450274667547204
"M89-PT-Ac"	"Romboutsia"	0.00103563173535857	0.103563173535857
"M89-PT-Ac"	"Roseburia"	0.0258232521838321	2.58232521838321
"M89-PT-Ac"	"Rothia"	0.000157596133641521	0.0157596133641521
"M89-PT-Ac"	"Ruminococcaceae"	8.25503557169873e-05	0.00825503557169873
"M89-PT-Ac"	"Ruminococcus"	0.00175607120343409	0.175607120343409
"M89-PT-Ac"	"Salinibacterium"	9.00549335094408e-05	0.00900549335094408
"M89-PT-Ac"	"Senegalimassilia"	0.00134331942484916	0.134331942484916
"M89-PT-Ac"	"Solobacterium"	0.00042025635637739	0.042025635637739
"M89-PT-Ac"	"Sphingobacteriaceae"	0.000135082400264161	0.0135082400264161
"M89-PT-Ac"	"Streptococcus"	0.00638639570137784	0.638639570137784
"M89-PT-Ac"	"Streptomyces"	0.00245399693813226	0.245399693813226
"M89-PT-Ac"	"Subdoligranulum"	0.000652898267943445	0.0652898267943445
"M89-PT-Ac"	"Tepidicella"	2.25137333773602e-05	0.00225137333773602
"M89-PT-Ac"	"Tepidimonas"	4.50274667547204e-05	0.00450274667547204
"M89-PT-Ac"	"Terrisporobacter"	0.000345210578452856	0.0345210578452856
"M89-PT-Ac"	"Tessaracoccus"	9.00549335094408e-05	0.00900549335094408
"M89-PT-Ac"	"Thermicanus"	0.000540329601056645	0.0540329601056645
"M89-PT-Ac"	"Tyzzerella"	0.00708432143607601	0.708432143607601
"M89-PT-Ac"	"UCG-002"	6.00366223396272e-05	0.00600366223396272
"M89-PT-Ac"	"UCG-005"	0.000112568666886801	0.0112568666886801
"M89-PT-Ac"	"Veillonella"	0.00830756761624591	0.830756761624591
"M89-PT-Ac"	"[Clostridium]_methylpentosum_group"	9.00549335094408e-05	0.00900549335094408
"M89-PT-Ac"	"[Eubacterium]_coprostanoligenes_group"	0.000135082400264161	0.0135082400264161
"M89-PT-Ac"	"[Eubacterium]_hallii_group"	0.000255155644943415	0.0255155644943415
"M89-PT-Ac"	"[Eubacterium]_nodatum_group"	2.25137333773602e-05	0.00225137333773602
"M89-PT-Ac"	"[Eubacterium]_oxidoreducens_group"	0.000135082400264161	0.0135082400264161
"M89-PT-Ac"	"[Ruminococcus]_gnavus_group"	0.00910305286224597	0.910305286224597
"M89-PT-Ac"	"[Ruminococcus]_torques_group"	0.0122549755350764	1.22549755350764
"M89-PT-NC"	"0319-6G20"	4.95994841653647e-05	0.00495994841653647
"M89-PT-NC"	"Acidaminococcaceae"	7.4399226248047e-05	0.0074399226248047
"M89-PT-NC"	"Acinetobacter"	0.00597673784192644	0.597673784192644
"M89-PT-NC"	"Actinomyces"	0.00146318478287826	0.146318478287826
"M89-PT-NC"	"Aeribacillus"	9.91989683307294e-05	0.00991989683307294
"M89-PT-NC"	"Agathobacter"	0.00153758400912631	0.153758400912631
"M89-PT-NC"	"Akkermansia"	0.000446395357488282	0.0446395357488282
"M89-PT-NC"	"Alistipes"	0.00243037472410287	0.243037472410287
"M89-PT-NC"	"Alloiococcus"	0.000198397936661459	0.0198397936661459
"M89-PT-NC"	"Alloprevotella"	0.000371996131240235	0.0371996131240235
"M89-PT-NC"	"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"	0.000495994841653647	0.0495994841653647
"M89-PT-NC"	"Aminobacter"	0.000247997420826823	0.0247997420826823
"M89-PT-NC"	"Anaerobacillus"	0.000297596904992188	0.0297596904992188
"M89-PT-NC"	"Anaerostipes"	0.00675792971753094	0.675792971753094
"M89-PT-NC"	"Ancylobacter"	0.000123998710413412	0.0123998710413412
"M89-PT-NC"	"Anoxybacillus"	0.000297596904992188	0.0297596904992188
"M89-PT-NC"	"Atopobium"	0.000272797162909506	0.0272797162909506
"M89-PT-NC"	"Bacillus"	0.00910150534434442	0.910150534434442
"M89-PT-NC"	"Bacteroides"	0.423182798898891	42.3182798898891
"M89-PT-NC"	"Barnesiella"	0.0127470674304987	1.27470674304987
"M89-PT-NC"	"Bergeyella"	4.95994841653647e-05	0.00495994841653647
"M89-PT-NC"	"Bifidobacterium"	0.00271557175805372	0.271557175805372
"M89-PT-NC"	"Blautia"	0.0225305656821169	2.25305656821169
"M89-PT-NC"	"Butyricicoccus"	0.00739032314063934	0.739032314063934
"M89-PT-NC"	"Butyricimonas"	0.00151278426704362	0.151278426704362
"M89-PT-NC"	"CAG-873"	4.95994841653647e-05	0.00495994841653647
"M89-PT-NC"	"Campylobacter"	0.000148798452496094	0.0148798452496094
"M89-PT-NC"	"Candidatus_Ancillula"	0.000247997420826823	0.0247997420826823
"M89-PT-NC"	"Caulobacteraceae"	0.000185998065620118	0.0185998065620118
"M89-PT-NC"	"Chelatococcus"	0.000223197678744141	0.0223197678744141
"M89-PT-NC"	"Christensenellaceae_R-7_group"	9.91989683307294e-05	0.00991989683307294
"M89-PT-NC"	"Chromobacterium"	9.91989683307294e-05	0.00991989683307294
"M89-PT-NC"	"Citrobacter"	0.000483594970612306	0.0483594970612306
"M89-PT-NC"	"Clostridium_sensu_stricto_1"	0.00109118865163802	0.109118865163802
"M89-PT-NC"	"Clostridium_sensu_stricto_13"	0.00128958658829948	0.128958658829948
"M89-PT-NC"	"Colidextribacter"	0.00163678297745703	0.163678297745703
"M89-PT-NC"	"Collinsella"	0.0340996453636882	3.40996453636882
"M89-PT-NC"	"Comamonadaceae"	0.000471195099570965	0.0471195099570965
"M89-PT-NC"	"Coprococcus"	0.00668353049128289	0.668353049128289
"M89-PT-NC"	"Corynebacterium"	0.0112590829055378	1.12590829055378
"M89-PT-NC"	"Cutibacterium"	0.000694392778315106	0.0694392778315106
"M89-PT-NC"	"Cyanobacteriales"	0.000173598194578776	0.0173598194578776
"M89-PT-NC"	"Dermatophilus"	0.00151278426704362	0.151278426704362
"M89-PT-NC"	"Desulfobacterota"	7.4399226248047e-05	0.0074399226248047
"M89-PT-NC"	"Desulfovibrio"	4.95994841653647e-05	0.00495994841653647
"M89-PT-NC"	"Dialister"	0.000173598194578776	0.0173598194578776
"M89-PT-NC"	"Dielma"	0.000123998710413412	0.0123998710413412
"M89-PT-NC"	"Dorea"	0.0018971802693252	0.18971802693252
"M89-PT-NC"	"Eikenella"	4.95994841653647e-05	0.00495994841653647
"M89-PT-NC"	"Enhydrobacter|Moraxella"	0.000669593036232423	0.0669593036232423
"M89-PT-NC"	"Enterobacter"	0.00107878878059668	0.107878878059668
"M89-PT-NC"	"Enterobacter|Escherichia-Shigella"	0.000595193809984376	0.0595193809984376
"M89-PT-NC"	"Enterococcus"	0.00193437988244922	0.193437988244922
"M89-PT-NC"	"Enteroscipio"	9.91989683307294e-05	0.00991989683307294
"M89-PT-NC"	"Epulopiscium"	0.00198397936661459	0.198397936661459
"M89-PT-NC"	"Erysipelatoclostridium"	0.0189594028222107	1.89594028222107
"M89-PT-NC"	"Erysipelotrichaceae_UCG-007"	0.000148798452496094	0.0148798452496094
"M89-PT-NC"	"Escherichia-Shigella"	0.00641073332837338	0.641073332837338
"M89-PT-NC"	"Faecalibacterium"	0.0716092552637453	7.16092552637453
"M89-PT-NC"	"Faecalitalea"	0.0192321999851202	1.92321999851202
"M89-PT-NC"	"Family_XIII_UCG-001"	0.000198397936661459	0.0198397936661459
"M89-PT-NC"	"Flavonifractor"	0.000991989683307294	0.0991989683307294
"M89-PT-NC"	"Formivibrio"	0.000347196389157553	0.0347196389157553
"M89-PT-NC"	"Fournierella"	0.000384396002281576	0.0384396002281576
"M89-PT-NC"	"Fusicatenibacter"	0.000371996131240235	0.0371996131240235
"M89-PT-NC"	"Fusobacterium"	0.00329836569699675	0.329836569699675
"M89-PT-NC"	"Gemella"	0.00133918607246485	0.133918607246485
"M89-PT-NC"	"Georgenia"	0.000371996131240235	0.0371996131240235
"M89-PT-NC"	"Granulicatella"	0.00074399226248047	0.074399226248047
"M89-PT-NC"	"Halomonas"	0.000223197678744141	0.0223197678744141
"M89-PT-NC"	"Herbiconiux"	0.000148798452496094	0.0148798452496094
"M89-PT-NC"	"Holdemanella"	0.000483594970612306	0.0483594970612306
"M89-PT-NC"	"Holdemania"	0.000247997420826823	0.0247997420826823
"M89-PT-NC"	"Hungatella"	0.000595193809984376	0.0595193809984376
"M89-PT-NC"	"Hydrogenoanaerobacterium"	7.4399226248047e-05	0.0074399226248047
"M89-PT-NC"	"Hydrogenophilus"	0.00074399226248047	0.074399226248047
"M89-PT-NC"	"Hymenobacter"	7.4399226248047e-05	0.0074399226248047
"M89-PT-NC"	"Incertae_Sedis"	0.00345956402053419	0.345956402053419
"M89-PT-NC"	"Intestinibacter"	0.000495994841653647	0.0495994841653647
"M89-PT-NC"	"Intestinimonas"	0.000731592391439129	0.0731592391439129
"M89-PT-NC"	"Isoptericola"	0.00136398581454753	0.136398581454753
"M89-PT-NC"	"Kinneretia"	0.000471195099570965	0.0471195099570965
"M89-PT-NC"	"Klebsiella"	0.00158718349329167	0.158718349329167
"M89-PT-NC"	"Knoellia"	0.000223197678744141	0.0223197678744141
"M89-PT-NC"	"Lachnoclostridium"	0.0113210822607445	1.13210822607445
"M89-PT-NC"	"Lachnospira"	0.000719192520397788	0.0719192520397788
"M89-PT-NC"	"Lachnospiraceae"	0.0208441832204945	2.08441832204945
"M89-PT-NC"	"Lachnospiraceae_NC2004_group"	7.4399226248047e-05	0.0074399226248047
"M89-PT-NC"	"Lachnospiraceae_NK4A136_group"	7.4399226248047e-05	0.0074399226248047
"M89-PT-NC"	"Lachnospiraceae_UCG-001"	0.000198397936661459	0.0198397936661459
"M89-PT-NC"	"Lachnospiraceae_UCG-004"	0.0008431912308112	0.08431912308112
"M89-PT-NC"	"Lachnospiraceae_UCG-008"	0.00452595293008953	0.452595293008953
"M89-PT-NC"	"Lactococcus"	0.000297596904992188	0.0297596904992188
"M89-PT-NC"	"Lawsonella"	0.000223197678744141	0.0223197678744141
"M89-PT-NC"	"Legionella"	4.95994841653647e-05	0.00495994841653647
"M89-PT-NC"	"Leptotrichia"	0.000719192520397788	0.0719192520397788
"M89-PT-NC"	"Leuconostoc"	9.91989683307294e-05	0.00991989683307294
"M89-PT-NC"	"Lysinibacillus"	0.000446395357488282	0.0446395357488282
"M89-PT-NC"	"Marinobacter"	0.00245517446618555	0.245517446618555
"M89-PT-NC"	"Megasphaera"	0.000272797162909506	0.0272797162909506
"M89-PT-NC"	"Merdibacter"	4.95994841653647e-05	0.00495994841653647
"M89-PT-NC"	"Methylobacterium-Methylorubrum"	0.000396795873322917	0.0396795873322917
"M89-PT-NC"	"Microbacteriaceae"	0.0025295736924336	0.25295736924336
"M89-PT-NC"	"Monoglobus"	0.000148798452496094	0.0148798452496094
"M89-PT-NC"	"Moraxellaceae"	0.0004215956154056	0.04215956154056
"M89-PT-NC"	"Moryella"	0.000756392133521811	0.0756392133521811
"M89-PT-NC"	"Neisseriaceae"	0.000223197678744141	0.0223197678744141
"M89-PT-NC"	"Nocardioides"	0.000260397291868165	0.0260397291868165
"M89-PT-NC"	"Odoribacter"	0.00223197678744141	0.223197678744141
"M89-PT-NC"	"Oleomonas"	2.47997420826823e-05	0.00247997420826823
"M89-PT-NC"	"Oscillospiraceae"	0.000247997420826823	0.0247997420826823
"M89-PT-NC"	"Ottowia"	0.000247997420826823	0.0247997420826823
"M89-PT-NC"	"Paenisporosarcina"	0.000297596904992188	0.0297596904992188
"M89-PT-NC"	"Parabacteroides"	0.00662153113607619	0.662153113607619
"M89-PT-NC"	"Parafrigoribacterium"	2.47997420826823e-05	0.00247997420826823
"M89-PT-NC"	"Parvimonas"	0.000198397936661459	0.0198397936661459
"M89-PT-NC"	"Peptoniphilus"	7.4399226248047e-05	0.0074399226248047
"M89-PT-NC"	"Peptostreptococcus"	0.00520794583736329	0.520794583736329
"M89-PT-NC"	"Peredibacter"	0.000223197678744141	0.0223197678744141
"M89-PT-NC"	"Phascolarctobacterium"	0.00872950921310419	0.872950921310419
"M89-PT-NC"	"Pleomorphomonas"	9.91989683307294e-05	0.00991989683307294
"M89-PT-NC"	"Porphyromonas"	0.000185998065620118	0.0185998065620118
"M89-PT-NC"	"Prauserella"	0.000272797162909506	0.0272797162909506
"M89-PT-NC"	"Prevotella"	0.00814671527416115	0.814671527416115
"M89-PT-NC"	"Prevotellaceae_NK3B31_group"	0.0135654589192272	1.35654589192272
"M89-PT-NC"	"Promicromonospora"	0.000347196389157553	0.0347196389157553
"M89-PT-NC"	"Proteiniphilum"	0.000123998710413412	0.0123998710413412
"M89-PT-NC"	"RF39"	0.0040671577015599	0.40671577015599
"M89-PT-NC"	"Romboutsia"	0.00668353049128289	0.668353049128289
"M89-PT-NC"	"Roseburia"	0.000297596904992188	0.0297596904992188
